"review","rating","sentiment","review_processed","document_no","Label","dominant_topic","topic_perc_contrib","keywords","Text"
Ini namamya game anjing gw lagi download lagu malah ke toko pedia ngeselin banget nengtot pemilik nya siapa gw ga takut sma pemilik nya,1,0,namamya game download lagu toko ngeselin nengtot milik takut sma milik,171,,3,0.5696,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['namamya', 'game', 'unduh', 'lagu', 'toko', 'ngeselin', 'nengtot', 'milik', 'takut', 'sama', 'milik']"
"1. Koneksi bagus, server banyak erornya; 2. Untuk jarak dekat, misal jabodetabek seharusnya kurir pos bisa digunakan jika toko menyediakan. Bagaimana mungkin jika platform sebelah bisa, tokopedia ga bisa; 3. Makin ke sini makin sedikit voucher belanjanya; 4. Top up saldo ovo harusnya bisa dibebaskan dgn minimal, tidak dari 50, 100, 200 langsung loncat 500. Platform sebelah bisa, kenapa di sini tidak? Atau tak usah bekerja sama dgn ovo, misal membuat metode sendiri seperti topedpay.",2,0,koneksi server eror jarak jabodetabek kurir pos toko sedia platform belah voucher belanja up saldo bebas minimal loncat platform belah metode topedpay,358,,3,0.5695,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['koneksi', 'server', 'eror', 'jarak', 'jabodetabek', 'kurir', 'pos', 'toko', 'sedia', 'platform', 'belah', 'voucher', 'belanja', 'up', 'saldo', 'bebas', 'minimal', 'loncat', 'platform', 'belah', 'metode', 'topedpay']"
"Maaf Barang yang aku mau order,Harganya masi lebih murah ditoko online sebelah",1,0,maaf barang order harga murah toko online belah,150,,3,0.5693,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['maaf', 'barang', 'order', 'harga', 'murah', 'toko', 'online', 'belah']"
Pelayanan e Oke. #Lengganan COD Mantafff,5,2,layan lengganan cod mantafff,902,,3,0.5678,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['layan', 'lengganan', 'cod', 'mantafff']"
"Pelayanan memuas kan selalu sesuai pesenan, kurir ramah trus bisa COD an",3,1,layan sesuai sen kurir ramah cod,482,,3,0.5655,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['layan', 'sesuai', 'sen', 'kurir', 'ramah', 'cod']"
yang penting terbaik aja tolong masukan toko belanja yang terbaik aja disini. lazada jangan toko belanja asal asal aja yang suka nipu orang pelanggan yang merugikan pelanggan yang penting terbaik aja buat lazada??,5,2,tolong toko belanja toko belanja nipu langgan rugi langgan,921,,3,0.5624,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'toko', 'belanja', 'toko', 'belanja', 'tipu', 'langgan', 'rugi', 'langgan']"
Maaf saya kasih bintang 1 dulu soal nya Semakin hari semakin parah ini aplikasi shopee buka aplikasi error terus tolong dong tim shopee nya di perbaikin lagi aplikasi nya kalo terus seperti ini bisa2 sepi orang belanja di shopee nih,1,0,maaf bintang aplikasi aplikasi error tolong tim perbaikin aplikasi sepi belanja,108,,3,0.562,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['maaf', 'bintang', 'aplikasi', 'aplikasi', 'error', 'tolong', 'tim', 'perbaikin', 'aplikasi', 'sepi', 'belanja']"
"Bru sekali pesan barang GK sampe tujuan,,, diaplikasi dah ditrima tp sya GK nrima brg apa pun,, tindakan.a gmna lazada tolong diusut apa digelapkan Ama kurir apa gimana tolong ditindak lanjuti klo pngen byak konsumen/ byk pngguna lazada ,,maaf ak GK kasih bntang krna kecewa,,, brang gk sampai tujuan tp GK adh tindakan,,,",1,0,bru pesan barang sampe aplikasi ditrima sya nrima brg tindak tolong usut gelap kurir tolong tindak pngen byak konsumen pngguna maaf bntang krna brang adh tindak,400,,3,0.5602,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['baru', 'pesan', 'barang', 'sampai', 'aplikasi', 'ditrima', 'sya', 'nrima', 'bareng', 'tindak', 'tolong', 'usut', 'gelap', 'kurir', 'tolong', 'tindak', 'pngen', 'byak', 'konsumen', 'pngguna', 'maaf', 'bntang', 'krna', 'brang', 'adh', 'tindak']"
Selamat sore Tokopedia saya mau bertanya ini bagaimana ya aplikasinya setelah pembaharuan aplikasi untuk melakukan pembayaran tidak bisa dan terjadi eror terus,3,1,sore aplikasi baharu aplikasi bayar eror,684,,3,0.5577,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['sore', 'aplikasi', 'baru', 'aplikasi', 'bayar', 'eror']"
"turun jadi bintang 3 komplain saya : # pengiriman dari expedisi si cepat tidak cepat alias molor alias lebih lambat dari ekspedisi lainnya. (pos, jne, j&t) dan keterangan dari ekspedisi sering ngawur. (Not at home, padahal rumah saya sekaligus butik lho gak mungkin gak ada yg stanby), (sudah diterima tetangga, ternyata memang belum dikirim) # setelah transaksi selesai tidak ada tambahan poin (pecahkan telur poin gak ada) # Aplikasinya lebih lemot dari sebelum2nya.",3,1,turun bintang komplain kirim expedisi cepat cepat alias molor alias ekspedisi pos terang ekspedisi ngawur at home rumah butik stanby tetangga kirim transaksi poin pecah telur poin aplikasi lot,749,,3,0.5563,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['turun', 'bintang', 'komplain', 'kirim', 'expedisi', 'cepat', 'cepat', 'alias', 'molor', 'alias', 'ekspedisi', 'pos', 'terang', 'ekspedisi', 'sembarangan', 'at', 'home', 'rumah', 'butik', 'stanby', 'tetangga', 'kirim', 'transaksi', 'poin', 'pecah', 'telur', 'poin', 'aplikasi', 'lemot']"
"Kata ny dapat vocer 300 Stlah di ikuti,malah gk bnar Ksh info yg bnar dong",1,0,ny vocer stlah bnar ksh info bnar,194,,3,0.5529,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ny', 'voucher', 'stlah', 'bnar', 'ksh', 'informasi', 'bnar']"
"Bertahun tahun pake buka lapak pelayanannya bagus ,sekarang malah terlalu melingdungi pelapak, penilaian jelek ke pelapak pun akan di hapus oleh pihak BL, jadi seolah semuanya bagus dari pelapaknya hingga pemikiran orang yg belanja di BL mungkin penyedia layanan belanja online dsni bagus juga,",1,0,pake layan melingdungi nilai hapus bl olah pikir belanja bl sedia layan belanja online dsni,29,,3,0.5528,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['pakai', 'layan', 'melingdungi', 'nilai', 'hapus', 'beli', 'olah', 'pikir', 'belanja', 'beli', 'sedia', 'layan', 'belanja', 'online', 'dsni']"
TDk pernah mengecewakan sangat mantul pokonya pesan di toko ini,5,2,poko pesan toko,959,,3,0.5522,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['poko', 'pesan', 'toko']"
Satu-satunya toko online subsidi ongkir paling besar,5,2,toko online subsidi ongkir,898,,3,0.552,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['toko', 'online', 'subsidi', 'ongkir']"
"Sering banget ke back sendiri, loadingnya lama, tolong dongg diperbaiki. Padahal udah di upgrade masih aja gitu, bikin sebel aja",2,0,back loadingnya tolong dongg upgrade bikin sebel,70,,3,0.5487,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['back', 'loadingnya', 'tolong', 'dongg', 'upgrade', 'bikin', 'sebel']"
"Good, semoga kedepannya lebih ditingkatkan lg customer servicenya, agar lebih cepat merespon keluhan user",5,2,tingkat lg customer servicenya cepat merespon keluh user,994,,3,0.5479,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tingkat', 'lagi', 'customer', 'servicenya', 'cepat', 'merespon', 'keluh', 'user']"
"Tambah sulit jualan di BL, kalo gak maen IKLAN sepertinya produk kita gak dimunculkan, beberapa bulan ini penjualan NOL BESAR. Jualan blm tentu laku ditambah beli saldo BUKAIKLAN... kacau. Ongkir di sistem tidak sesuai REAL dari kurir, tarif reguler dalam kota /kg misal 10.000 yang tertera 11.500, ada penambahan ongkir dari sistem BL-nya. Sayang nih produk dalam negeri.... Kalo dibandingkan lebih gampang jualan di ""si-OREN"". Maaf lah kalo komen saya gak ngenakin, cuma ngeluarin rasa mual di hati",1,0,sulit jual bl maen iklan produk muncul jual nol jual beli saldo bukaiklan kacau ongkir sistem sesuai real kurir tarif reguler kota kg tera ongkir sistem bl sayang produk negeri banding gampang jual maaf komen ngenakin ngeluarin mual hati,178,,3,0.5436,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['sulit', 'jual', 'beli', 'main', 'iklan', 'produk', 'muncul', 'jual', 'nol', 'jual', 'beli', 'saldo', 'bukaiklan', 'kacau', 'ongkir', 'sistem', 'sesuai', 'real', 'kurir', 'tarif', 'reguler', 'kota', 'kg', 'tera', 'ongkir', 'sistem', 'beli', 'sayang', 'produk', 'negeri', 'banding', 'gampang', 'jual', 'maaf', 'komen', 'ngenakin', 'ngeluarin', 'mual', 'hati']"
.???? SHOPEE KOK SEKARANG ADA BIAYA PENANGANAN 2500....BIASANYA UNTUK TRANSAKSI COD...TAPI SEKARANG TRANSAKSI APAPUN ADA BIAYA PENANGANAN...PARAAAAHHH.... 2500 X 1000 pengguna aja sudah luar biasa nyari duitnya..... Mendiny di olshop sebelah....murah,1,0,biaya tangan transaksi cod transaksi biaya tangan paraaaahhh nyari duit mendiny olshop belah murah,110,,3,0.5424,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['biaya', 'tangan', 'transaksi', 'cod', 'transaksi', 'biaya', 'tangan', 'paraaaahhh', 'cari', 'duit', 'mendiny', 'olshop', 'belah', 'murah']"
Sudah beberapa hari ini saya coba pembayaran bpjs melalui gopay selalu tidak ada pilihan di menunya.,3,1,bayar bpjs pilih menu,657,,3,0.5403,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['bayar', 'bpjs', 'pilih', 'menu']"
Puas blanja di jd.id cpt nyampe bisa COD...sipp,5,2,blanja cpt nyampe cod sipp,872,,3,0.4192,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['belanja', 'cepat', 'nyampe', 'cod', 'sipp']"
Sy sdah donlod dan ajk 1 org .orgnya sdh donlod tp hadiah gk bs d tarik .hufffff...,1,0,sdah donlod ajk org orgnya donlod hadiah tarik hufffff,49,,3,0.5395,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['sdah', 'donlod', 'ajk', 'orang', 'orgnya', 'donlod', 'hadiah', 'tarik', 'hufffff']"
"Assalamu'alaikum kak. Tolong kak saya mengajukan pembatalan, pengejauan tersebut belum sampai 3 atau 4 menit saya batalkan dan kenapa malah di tolak oleh toko2 yang slow respon. Jadi saya barang datang dua kali dengan toko yang sama dan barang yang berbeda. Satunya jelas saya tolak untung cod. Tapi kasian kurirnya menyita waktu mereka juga",3,1,assalamu alaikum tolong aju batal pengejauan menit batal tolak toko slow respon barang toko barang beda tolak untung cod kasi kurir sita,758,,3,0.5344,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['assalamu', 'alaikum', 'tolong', 'aju', 'batal', 'pengejauan', 'menit', 'batal', 'tolak', 'toko', 'lambat', 'respon', 'barang', 'toko', 'barang', 'beda', 'tolak', 'untung', 'cod', 'kasi', 'kurir', 'sita']"
"Ayo gaes rame"" kasih bintang 1. Ternyata gak cuma saya yg gak dpt gratis free ongkir pas acara SMS !! Kasih rating 1 biar mampus!.",1,0,rame bintang gratis free ongkir pas acara sms rating mampus,416,,3,0.5334,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ramai', 'bintang', 'gratis', 'free', 'ongkir', 'pas', 'acara', 'sms', 'rating', 'mampus']"
"Kecewa sama pengiriman zalora , sudah kesekian kali belanja d zalora dan tetap kendala d pengiriman, mau hubungi operator juga ruwet, coba zalora pke ekspedisi yg lebih cepat kaya JNE, kalo yg dipake sekarang SAP lambat",1,0,kirim sekian belanja kendala kirim hubung operator ruwet pke ekspedisi cepat kaya dipake sap,114,,3,0.5325,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'sekian', 'belanja', 'kendala', 'kirim', 'hubung', 'operator', 'ruwet', 'pke', 'ekspedisi', 'cepat', 'kaya', 'dipake', 'sap']"
"Mantap pokoknya, 6 transaksi cashback nya dibatalkan, dituduh curang, ditanya curang apaan gk dikasih tau, pokoknya curang, klo emang gk niat kasih cashback ya gk usah promo2, jd kita juga gk bela-belain belanja, atau cashback bisa dihapus diawal sebelum masuk pembayaran, ini mah transaksi sudah selesai baru cashback nya dibatalkan",1,0,transaksi cashback batal tuduh curang curang tau curang niat cashback promo bela bain belanja cashback hapus bayar transaksi cashback batal,351,,3,0.5323,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['transaksi', 'cashback', 'batal', 'tuduh', 'curang', 'curang', 'tahu', 'curang', 'niat', 'cashback', 'promo', 'bela', 'bain', 'belanja', 'cashback', 'hapus', 'bayar', 'transaksi', 'cashback', 'batal']"
Mau tanya donk cara gunain voucer 50 ribu gmna.saya dapet dari pembelian pocari sweet,3,1,gunain voucer ribu beli pocari sweet,523,,3,0.5279,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['gunain', 'voucer', 'ribu', 'beli', 'pocari', 'sweet']"
"Ini shopee ny knp ya? Kok sya g bisa kunjungi toko pas kunjungi toko mlh kluar tulisan ""maaf halaman ini sedang d perbaiki""",3,1,ny sya kunjung toko pas kunjung toko mlh kluar tulis maaf halaman,742,,3,0.5278,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ny', 'sya', 'kunjung', 'toko', 'pas', 'kunjung', 'toko', 'mlh', 'kluar', 'tulis', 'maaf', 'halaman']"
"Kirain mah, beneran undang 5 dapat 150rb, .. Ternyata jauh dari kata sempurna Cape� ngundang orang buat pake ladaza, gak sesuai harapan.. Mending apk sebelah terbukti setelah undang bberapa orang.. Dan membayar",1,0,kirain beneran undang rb sempurna cape ngundang pake ladaza sesuai harap mending apk belah bukti undang bberapa bayar,332,,3,0.5261,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirain', 'beneran', 'undang', 'ribu', 'sempurna', 'capek', 'ngundang', 'pakai', 'ladaza', 'sesuai', 'harap', 'lebih baik', 'aplikasi', 'belah', 'bukti', 'undang', 'bberapa', 'bayar']"
"lagi check out dibatalin gk boleh pake promo, lha buat apa ada promo",1,0,check out dibatalin pake promo lha promo,256,,3,0.5243,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['check', 'out', 'dibatalin', 'pakai', 'promo', 'lha', 'promo']"
"Makin lama Mulai gk nyaman belanja di shopee, ongkirnya mahal semua,pengirimannya lambat jga, expedisi si cepat lenyapp.. Tolong di perbaiki lgii.. Pengguna lama mulai resah??",2,0,nyaman belanja ongkirnya mahal kirim expedisi cepat lenyapp tolong lgii resah,369,,3,0.5242,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['nyaman', 'belanja', 'ongkir', 'mahal', 'kirim', 'expedisi', 'cepat', 'lenyapp', 'tolong', 'lgii', 'resah']"
susah belanja di share buy ... *autosyediihh*,3,1,susah belanja share buy autosyediihh,506,,3,0.5229,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['susah', 'belanja', 'share', 'buy', 'autosyediihh']"
"Shopee lama lama g amanah niat jadi olshop tapi lama lama nambah buntung bukan untung , please deh toko banyak toko g amanah dan aku juga pernah mesen tapi sampe sekarang barang g nyampe jadi kayak aplikasi nipu atau bohongi orang lagian untuk pengembalian barang brg itu ribet+ sulit apalagi pembayaran cod lalu dana yang dikembalikan lewat mana?!!! Cukup belanja di shoope abis 100 ribu tapi barang g dateng dan ada yang salah kirim and kalo chat akun resmi shopee g ngebantu sama sekali miris bgt",1,0,amanah niat olshop buntung untung please toko toko amanah mesen sampe barang nyampe kayak aplikasi nipu bohong barang brg ribet sulit bayar cod dana belanja abis ribu barang dateng salah kirim chat akun resmi ngebantu miris,168,,3,0.5228,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['amanah', 'niat', 'olshop', 'buntung', 'untung', 'please', 'toko', 'toko', 'amanah', 'mesen', 'sampai', 'barang', 'nyampe', 'kayak', 'aplikasi', 'tipu', 'bohong', 'barang', 'bareng', 'ribet', 'sulit', 'bayar', 'cod', 'dana', 'belanja', 'habis', 'ribu', 'barang', 'dateng', 'salah', 'kirim', 'chat', 'akun', 'resmi', 'ngebantu', 'miris']"
"Tokopedia loadingnya lambat banget..bahkan gak bisa kebuka sama sekali. Tolong servernya diperbarui. Saya donlot toko sebelah cepet koq, gak ada masalah",3,1,loadingnya tolong servernya donlot toko belah cepet,718,,3,0.5225,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['loadingnya', 'tolong', 'servernya', 'donlot', 'toko', 'belah', 'cepat']"
"Sangat"" membantu sekali belanja ini itu udah ngak pakek ribet lagi tingal pencet"" transfer tinggal nungu di rumah barang datang beres deh..apa lagi ada juga sistem COD beli ini itu tunggu barang datang baru bayar di tempat",5,2,bantu belanja pakek ribet tingal pencet transfer tinggal nungu rumah barang beres sistem cod beli tunggu barang bayar,855,,3,0.5221,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['bantu', 'belanja', 'pakek', 'ribet', 'tingal', 'pencet', 'transfer', 'tinggal', 'nungu', 'rumah', 'barang', 'beres', 'sistem', 'cod', 'beli', 'tunggu', 'barang', 'bayar']"
Kirim seluruh indonesia gak min ?,1,0,kirim indonesia,443,,3,0.5199,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'indonesia']"
Tolong dong kalo udah di update jangan lemot gitu kesel tauk udah update apk ny malah lemot pdhl koneksi internet lancar aja paket jg ada masa gini sih min Perbaiki lagi,1,0,tolong update lot kesel tauk update apk ny lot pdhl koneksi internet lancar paket jg gin,410,,3,0.5196,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'update', 'lemot', 'kesel', 'tahu', 'update', 'aplikasi', 'ny', 'lemot', 'pdhl', 'koneksi', 'internet', 'lancar', 'paket', 'juga', 'gin']"
Bnyk seller penipu.pesen apa dikirim nya apa..narik refund nya pun susah nya setngah mati,1,0,bnyk seller tipu sen kirim narik refund susah setngah mati,123,,3,0.5174,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['banyak', 'seller', 'tipu', 'sen', 'kirim', 'narik', 'refund', 'susah', 'setngah', 'mati']"
"Pengiriman lambat, tolong diperbaiki, bukan soal harga tp kepuasan konsumen. Beda jauh dgn Sho*pe cma 3-4hari bisa smpai.",3,1,kirim tolong harga konsumen beda sho pe cma smpai,782,,3,0.5144,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'tolong', 'harga', 'konsumen', 'beda', 'sho', 'pe', 'cma', 'smpai']"
"Coba update hari ini msh ada kejadia saldo ovo blm bisa langsung tertampil. Kejadian saldo loading dan menu promo di awal hanya blank dan hang msh sj terjadi, shg hrs restart aplikasi bbrp kali. Informasi hp redmi 4 prime ram 3gb",3,1,update msh kejadia saldo tampil saldo loading menu promo blank hang msh hrs restart aplikasi informasi hp redmi prime ram gb,709,,3,0.5139,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['update', 'masih', 'kejadia', 'saldo', 'tampil', 'saldo', 'loading', 'menu', 'promo', 'blank', 'hang', 'masih', 'harus', 'restart', 'aplikasi', 'informasi', 'handphone', 'redmi', 'prime', 'ram', 'gb']"
Sering bermasalah di penarikan dana Shopepay.. Nunggu sampe berhari hari Perbaiki kualitas mu ??????,1,0,tari dana shopepay nunggu sampe kualitas mu,262,,3,0.5137,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tari', 'dana', 'shopepay', 'tunggu', 'sampai', 'kualitas', 'mu']"
"Akun gue ke banned tanpa sebab ,apk gajelas ,nyesel gue download ,beneran gk boong ,sado gue ilng 30k + nyari uang skrng udh susah ,semoga bangrut aminnn",1,0,akun banned apk gajelas download beneran boong sado ilng nyari uang skrng susah bangrut aminnn,390,,3,0.5131,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['akun', 'banned', 'aplikasi', 'gajelas', 'unduh', 'beneran', 'bohong', 'sado', 'ilng', 'cari', 'uang', 'skrng', 'susah', 'bangrut', 'aminnn']"
